"word","occurrences","frequency","weight","stem"
"pumping",8,0.000008,0.992040,"pump"
"pumpkin",2,0.000002,0.998004,"pumpkin"
"pumps",5,0.000005,0.995018,"pump"
"pun",1,0.000001,0.999002,"pun"
"punch",5,0.000005,0.995018,"punch"
"punchbowl",1,0.000001,0.999002,"punchbowl"
"punched",1,0.000001,0.999002,"punch"
"punched-card",1,0.000001,0.999002,"punched-card"
"puncher",3,0.000003,0.997008,"puncher"
"punches",1,0.000001,0.999002,"punch"
"punching",2,0.000002,0.998004,"punch"
"punctuality",1,0.000001,0.999002,"punctual"
"punctually",2,0.000002,0.998004,"punctual"
"punctuated",4,0.000004,0.996012,"punctuat"
"punctuation",2,0.000002,0.998004,"punctuat"
"punctured",3,0.000003,0.997008,"punctur"
"puncturing",1,0.000001,0.999002,"punctur"
"punditry",1,0.000001,0.999002,"punditri"
"pundits",1,0.000001,0.999002,"pundit"
"pungency",1,0.000001,0.999002,"pungenc"
"pungent",4,0.000004,0.996012,"pungent"
"pungently",1,0.000001,0.999002,"pungent"
"punish",3,0.000003,0.997008,"punish"
"punishable",1,0.000001,0.999002,"punish"
"punished",7,0.000007,0.993032,"punish"
"punishes",1,0.000001,0.999002,"punish"
"punishing",1,0.000001,0.999002,"punish"
"punishment",21,0.000021,0.979240,"punish"
"punishments",2,0.000002,0.998004,"punish"
"punitive",1,0.000001,0.999002,"punit"
"punk",2,0.000002,0.998004,"punk"
"punks",1,0.000001,0.999002,"punk"
"punnished",2,0.000002,0.998004,"punnish"
"punster",1,0.000001,0.999002,"punster"
"punted",1,0.000001,0.999002,"punt"
"puny",6,0.000006,0.994024,"puni"
"pup",2,0.000002,0.998004,"pup"
"pupated",1,0.000001,0.999002,"pupat"
"pupates",1,0.000001,0.999002,"pupat"
"pupil",20,0.000020,0.980219,"pupil"
"pupils",25,0.000025,0.975335,"pupil"
"puppet",6,0.000006,0.994024,"puppet"
"puppet's",1,0.000001,0.999002,"puppet'"
"puppets",5,0.000005,0.995018,"puppet"
"puppies",1,0.000001,0.999002,"puppi"
"puppy",2,0.000002,0.998004,"puppi"
"puppyish",1,0.000001,0.999002,"puppyish"
"pups",2,0.000002,0.998004,"pup"
"purcell",1,0.000001,0.999002,"purcel"
"purchase",47,0.000047,0.954134,"purchas"
"purchased",20,0.000020,0.980219,"purchas"
"purchaser's",1,0.000001,0.999002,"purchaser'"
"purchasers",4,0.000004,0.996012,"purchas"
"purchases",16,0.000016,0.984144,"purchas"
"purchasing",17,0.000017,0.983161,"purchas"
"purdew",12,0.000012,0.988084,"purdew"
"purdue's",1,0.000001,0.999002,"purdue'"
"pure",56,0.000056,0.945594,"pure"
"purely",30,0.000030,0.970476,"pure"
"purest",3,0.000003,0.997008,"purest"
"purgation",2,0.000002,0.998004,"purgat"
"purgatory",2,0.000002,0.998004,"purgatori"
"purge",2,0.000002,0.998004,"purg"
"purged",2,0.000002,0.998004,"purg"
"purges",3,0.000003,0.997008,"purg"
"purging",2,0.000002,0.998004,"purg"
"purification",4,0.000004,0.996012,"purif"
"purified",10,0.000010,0.990060,"purifi"
"purify",2,0.000002,0.998004,"purifi"
"purifying",1,0.000001,0.999002,"purifi"
"purism",1,0.000001,0.999002,"purism"
"purists",1,0.000001,0.999002,"purist"
"puritan",5,0.000005,0.995018,"puritan"
"puritanical",1,0.000001,0.999002,"puritan"
"puritans",3,0.000003,0.997008,"puritan"
"purity",12,0.000012,0.988084,"puriti"
"purled",2,0.000002,0.998004,"purl"
"purling",1,0.000001,0.999002,"purl"
"purloined",1,0.000001,0.999002,"purloin"
"purple",13,0.000013,0.987097,"purpl"
"purple-black",1,0.000001,0.999002,"purple-black"
"purpling",1,0.000001,0.999002,"purpl"
"purport",2,0.000002,0.998004,"purport"
"purported",4,0.000004,0.996012,"purport"
"purportedly",1,0.000001,0.999002,"purportedli"
"purporting",2,0.000002,0.998004,"purport"
"purports",2,0.000002,0.998004,"purport"
"purpose",149,0.000149,0.861701,"purpos"
"purposed",1,0.000001,0.999002,"purpos"
"purposeful",3,0.000003,0.997008,"purpos"
"purposefully",1,0.000001,0.999002,"purpos"
"purposeless",1,0.000001,0.999002,"purposeless"
"purposely",5,0.000005,0.995018,"purpos"
"purposes",90,0.000090,0.914016,"purpos"
"purposive",3,0.000003,0.997008,"purpos"
"purposively",1,0.000001,0.999002,"purpos"
"purring",3,0.000003,0.997008,"pur"
"purse",14,0.000014,0.986112,"purs"
"pursed",3,0.000003,0.997008,"purs"
"purses",1,0.000001,0.999002,"purs"
"pursewarden",1,0.000001,0.999002,"pursewarden"
"pursuant",27,0.000027,0.973388,"pursuant"
"pursue",20,0.000020,0.980219,"pursu"
"pursued",14,0.000014,0.986112,"pursu"
"pursuer",2,0.000002,0.998004,"pursuer"
"pursuers",2,0.000002,0.998004,"pursuer"
"pursues",2,0.000002,0.998004,"pursu"
"pursuing",9,0.000009,0.991050,"pursu"
"pursuit",16,0.000016,0.984144,"pursuit"
"pursuits",3,0.000003,0.997008,"pursuit"
"purtiest",1,0.000001,0.999002,"purtiest"
"purveyor",1,0.000001,0.999002,"purveyor"
"purveyors",1,0.000001,0.999002,"purveyor"
"purvis",4,0.000004,0.996012,"purvi"
"push",37,0.000037,0.963713,"push"
"push-pull",9,0.000009,0.991050,"push-pul"
"push-up",4,0.000004,0.996012,"push-up"
"push-ups",4,0.000004,0.996012,"push-up"
"pushed",53,0.000053,0.948432,"push"
"pushers",3,0.000003,0.997008,"pusher"
"pushes",3,0.000003,0.997008,"push"
"pushin'",2,0.000002,0.998004,"pushin'"
"pushing",17,0.000017,0.983161,"push"
"pushup",2,0.000002,0.998004,"pushup"
"pussy",5,0.000005,0.995018,"pussi"
"pussycat",1,0.000001,0.999002,"pussycat"
"put",437,0.000437,0.646262,"put"
"put-upon",1,0.000001,0.999002,"put-upon"
"putains",1,0.000001,0.999002,"putain"
"putas",1,0.000001,0.999002,"puta"
"putout",1,0.000001,0.999002,"putout"
"puts",20,0.000020,0.980219,"put"
"putt",7,0.000007,0.993032,"putt"
"puttana",1,0.000001,0.999002,"puttana"
"putted",1,0.000001,0.999002,"put"
"putter",1,0.000001,0.999002,"putter"
"puttering",2,0.000002,0.998004,"putter"
"puttin'",1,0.000001,0.999002,"puttin'"
"putting",54,0.000054,0.947485,"put"
"putty",1,0.000001,0.999002,"putti"
"putty-like",1,0.000001,0.999002,"putty-lik"
"puzzle",10,0.000010,0.990060,"puzzl"
"puzzled",19,0.000019,0.981199,"puzzl"
"puzzlement",1,0.000001,0.999002,"puzzlement"
"puzzler",1,0.000001,0.999002,"puzzler"
"puzzles",4,0.000004,0.996012,"puzzl"
"puzzling",9,0.000009,0.991050,"puzzl"
"pvt",1,0.000001,0.999002,"pvt"
"pwa",1,0.000001,0.999002,"pwa"
"pye",1,0.000001,0.999002,"pye"
"pyhrric",1,0.000001,0.999002,"pyhrric"
"pyknotic",2,0.000002,0.998004,"pyknot"
"pynte",1,0.000001,0.999002,"pynt"
"pyocanea",1,0.000001,0.999002,"pyocanea"
"pyorrhea",1,0.000001,0.999002,"pyorrhea"
"pyramid",2,0.000002,0.998004,"pyramid"
"pyramidal",1,0.000001,0.999002,"pyramid"
"pyramids",1,0.000001,0.999002,"pyramid"
"pyre",1,0.000001,0.999002,"pyre"
"pyrex",5,0.000005,0.995018,"pyrex"
"pyrometer",3,0.000003,0.997008,"pyromet"
"pyrometers",1,0.000001,0.999002,"pyromet"
"pyrophosphate",1,0.000001,0.999002,"pyrophosph"
"pyschiatrist",1,0.000001,0.999002,"pyschiatrist"
"pythagoreans",1,0.000001,0.999002,"pythagorean"
"python",14,0.000014,0.986112,"python"
"q",46,0.000046,0.955087,"q"
"qua",2,0.000002,0.998004,"qua"
"quack",9,0.000009,0.991050,"quack"
"quacked",1,0.000001,0.999002,"quack"
"quackery",6,0.000006,0.994024,"quackeri"
"quacks",9,0.000009,0.991050,"quack"
"quadratic",2,0.000002,0.998004,"quadrat"
"quadrennial",1,0.000001,0.999002,"quadrenni"
"quadric",7,0.000007,0.993032,"quadric"
"quadriceps",1,0.000001,0.999002,"quadricep"
"quadrille",1,0.000001,0.999002,"quadril"
"quadrillion",1,0.000001,0.999002,"quadrillion"
"quadripartite",1,0.000001,0.999002,"quadripartit"
"quadruple",1,0.000001,0.999002,"quadrupl"
"quadrupled",1,0.000001,0.999002,"quadrupl"
"quadrupling",1,0.000001,0.999002,"quadrupl"
"quagmire",1,0.000001,0.999002,"quagmir"
"quaint",12,0.000012,0.988084,"quaint"
"quake",2,0.000002,0.998004,"quak"
"quake's",1,0.000001,0.999002,"quake'"
"quaker",6,0.000006,0.994024,"quaker"
"quakeress",1,0.000001,0.999002,"quakeress"
"quakers",4,0.000004,0.996012,"quaker"
"quaking",1,0.000001,0.999002,"quak"
"qualification",8,0.000008,0.992040,"qualif"
"qualifications",16,0.000016,0.984144,"qualif"
"qualified",24,0.000024,0.976310,"qualifi"
"qualifies",2,0.000002,0.998004,"qualifi"
"qualify",15,0.000015,0.985127,"qualifi"
"qualifying",1,0.000001,0.999002,"qualifi"
"qualitative",6,0.000006,0.994024,"qualit"
"qualitatively",2,0.000002,0.998004,"qualit"
"qualities",45,0.000045,0.956042,"qualiti"
"quality",114,0.000114,0.892363,"qualiti"
"qualms",1,0.000001,0.999002,"qualm"
"quam",1,0.000001,0.999002,"quam"
"quantitative",9,0.000009,0.991050,"quantit"
"quantitatively",4,0.000004,0.996012,"quantit"
"quantities",11,0.000011,0.989071,"quantiti"
"quantity",33,0.000033,0.967571,"quantiti"
"quantum",5,0.000005,0.995018,"quantum"
"quarrel",20,0.000020,0.980219,"quarrel"
"quarreled",4,0.000004,0.996012,"quarrel"
"quarreling",5,0.000005,0.995018,"quarrel"
"quarrels",4,0.000004,0.996012,"quarrel"
"quarrelsome",2,0.000002,0.998004,"quarrelsom"
"quarry",7,0.000007,0.993032,"quarri"
"quarrymen",1,0.000001,0.999002,"quarrymen"
"quart",3,0.000003,0.997008,"quart"
"quarter",34,0.000034,0.966605,"quarter"
"quarter-century",2,0.000002,0.998004,"quarter-centuri"
"quarter-century-old",1,0.000001,0.999002,"quarter-century-old"
"quarter-inch",1,0.000001,0.999002,"quarter-inch"
"quarter-mile",2,0.000002,0.998004,"quarter-mil"
"quarter-to-quarter",1,0.000001,0.999002,"quarter-to-quart"
"quarterback",5,0.000005,0.995018,"quarterback"
"quarterbacks",1,0.000001,0.999002,"quarterback"
"quarterly",7,0.000007,0.993032,"quarterli"
"quartermaster",1,0.000001,0.999002,"quartermast"
"quarters",28,0.000028,0.972416,"quarter"
"quartet",9,0.000009,0.991050,"quartet"
"quarts",1,0.000001,0.999002,"quart"
"quartz",1,0.000001,0.999002,"quartz"
"quashed",1,0.000001,0.999002,"quash"
"quasi-folk",1,0.000001,0.999002,"quasi-folk"
"quasi-governmental",1,0.000001,0.999002,"quasi-government"
"quasi-mechanistic",1,0.000001,0.999002,"quasi-mechanist"
"quasi-performer",1,0.000001,0.999002,"quasi-perform"
"quasi-recitative",1,0.000001,0.999002,"quasi-recit"
"quasimodo",3,0.000003,0.997008,"quasimodo"
"quasimodo's",2,0.000002,0.998004,"quasimodo'"
"quatrain",2,0.000002,0.998004,"quatrain"
"quaver",1,0.000001,0.999002,"quaver"
"quavered",1,0.000001,0.999002,"quaver"
"quavering",2,0.000002,0.998004,"quaver"
"que",1,0.000001,0.999002,"que"
"queasiness",1,0.000001,0.999002,"queasi"
"quebec",2,0.000002,0.998004,"quebec"
"quebec's",1,0.000001,0.999002,"quebec'"
"queen",41,0.000041,0.959870,"queen"
"queen's",1,0.000001,0.999002,"queen'"
"queens",10,0.000010,0.990060,"queen"
"queens'",2,0.000002,0.998004,"queens'"
"queer",6,0.000006,0.994024,"queer"
"queerer",1,0.000001,0.999002,"queerer"
"queerest",1,0.000001,0.999002,"queerest"
"quelch",1,0.000001,0.999002,"quelch"
"quell",3,0.000003,0.997008,"quell"
"quelling",1,0.000001,0.999002,"quell"
"quemoy",2,0.000002,0.998004,"quemoy"
"quench",1,0.000001,0.999002,"quench"
"quenching",1,0.000001,0.999002,"quench"
"queried",3,0.000003,0.997008,"queri"
"queries",3,0.000003,0.997008,"queri"
"querulous",1,0.000001,0.999002,"querul"
"querulously",1,0.000001,0.999002,"querul"
"query",1,0.000001,0.999002,"queri"
"querying",1,0.000001,0.999002,"queri"
"quest",16,0.000016,0.984144,"quest"
"question",257,0.000257,0.773573,"question"
"question-and-answer",1,0.000001,0.999002,"question-and-answ"
"questionable",9,0.000009,0.991050,"question"
"questionaire",1,0.000001,0.999002,"questionair"
"questioned",29,0.000029,0.971445,"question"
"questioner",2,0.000002,0.998004,"question"
"questioners",1,0.000001,0.999002,"question"
"questioning",21,0.000021,0.979240,"question"
"questioningly",1,0.000001,0.999002,"questioningli"
"questionnaire",37,0.000037,0.963713,"questionnair"
"questionnaires",6,0.000006,0.994024,"questionnair"
"questions",140,0.000140,0.869484,"question"
"quetzal",2,0.000002,0.998004,"quetzal"
"queued",1,0.000001,0.999002,"queu"
"qui",1,0.000001,0.999002,"qui"
"quibble",1,0.000001,0.999002,"quibbl"
"quibs",1,0.000001,0.999002,"quib"
"quibusdam",1,0.000001,0.999002,"quibusdam"
"quick",68,0.000068,0.934326,"quick"
"quick-drying",1,0.000001,0.999002,"quick-dri"
"quick-frozen",1,0.000001,0.999002,"quick-frozen"
"quick-handling",1,0.000001,0.999002,"quick-handl"
"quick-kill",1,0.000001,0.999002,"quick-kil"
"quick-wate",1,0.000001,0.999002,"quick-wat"
"quicken",1,0.000001,0.999002,"quicken"
"quickened",1,0.000001,0.999002,"quicken"
"quickening",2,0.000002,0.998004,"quicken"
"quicker",6,0.000006,0.994024,"quicker"
"quickest",1,0.000001,0.999002,"quickest"
"quickie",2,0.000002,0.998004,"quicki"
"quickly",89,0.000089,0.914929,"quickli"
"quickness",1,0.000001,0.999002,"quick"
"quicksilver",2,0.000002,0.998004,"quicksilv"
"quickstep",2,0.000002,0.998004,"quickstep"
"quiescent",2,0.000002,0.998004,"quiescent"
"quiet",76,0.000076,0.926889,"quiet"
"quiet-spoken",1,0.000001,0.999002,"quiet-spoken"
"quieted",3,0.000003,0.997008,"quiet"
"quieter",4,0.000004,0.996012,"quieter"
"quietism",2,0.000002,0.998004,"quietism"
"quietist",2,0.000002,0.998004,"quietist"
"quietly",49,0.000049,0.952229,"quietli"
"quietness",3,0.000003,0.997008,"quiet"
"quill",9,0.000009,0.991050,"quill"
"quilted",1,0.000001,0.999002,"quilt"
"quince",2,0.000002,0.998004,"quinc"
"quincy",4,0.000004,0.996012,"quinci"
"quiney",23,0.000023,0.977286,"quiney"
"quiney's",2,0.000002,0.998004,"quiney'"
"quint",11,0.000011,0.989071,"quint"
"quint's",2,0.000002,0.998004,"quint'"
"quintana",1,0.000001,0.999002,"quintana"
"quintet",3,0.000003,0.997008,"quintet"
"quintets",1,0.000001,0.999002,"quintet"
"quintillion",1,0.000001,0.999002,"quintillion"
"quintus",3,0.000003,0.997008,"quintu"
"quinzaine",4,0.000004,0.996012,"quinzain"
"quipping",1,0.000001,0.999002,"quip"
"quirinal",1,0.000001,0.999002,"quirin"
"quirk",1,0.000001,0.999002,"quirk"
"quirking",1,0.000001,0.999002,"quirk"
"quirks",1,0.000001,0.999002,"quirk"
"quirt",8,0.000008,0.992040,"quirt"
"quit",15,0.000015,0.985127,"quit"
"quite",281,0.000281,0.755247,"quit"
"quits",1,0.000001,0.999002,"quit"
"quitting",4,0.000004,0.996012,"quit"
"quivered",1,0.000001,0.999002,"quiver"
"quivering",7,0.000007,0.993032,"quiver"
"quivers",1,0.000001,0.999002,"quiver"
"quixote",4,0.000004,0.996012,"quixot"
"quixotic",2,0.000002,0.998004,"quixot"
"quiz",2,0.000002,0.998004,"quiz"
"quizzical",2,0.000002,0.998004,"quizzic"
"quo",11,0.000011,0.989071,"quo"
"quod",1,0.000001,0.999002,"quod"
"quok",1,0.000001,0.999002,"quok"
"quota",4,0.000004,0.996012,"quota"
"quotas",3,0.000003,0.997008,"quota"
"quotation",4,0.000004,0.996012,"quotat"
"quotations",5,0.000005,0.995018,"quotat"
"quote",17,0.000017,0.983161,"quot"
"quoted",26,0.000026,0.974361,"quot"
"quotes",4,0.000004,0.996012,"quot"
"quoting",3,0.000003,0.997008,"quot"
"quyne",1,0.000001,0.999002,"quyn"
"quyney",1,0.000001,0.999002,"quyney"
"r",38,0.000038,0.962751,"r"
"ra",1,0.000001,0.999002,"ra"
"rabat",1,0.000001,0.999002,"rabat"
"rabaul",1,0.000001,0.999002,"rabaul"
"rabb",2,0.000002,0.998004,"rabb"
"rabbeting",1,0.000001,0.999002,"rabbet"
"rabbi",13,0.000013,0.987097,"rabbi"
"rabbi's",1,0.000001,0.999002,"rabbi'"
"rabbit",11,0.000011,0.989071,"rabbit"
"rabbits",5,0.000005,0.995018,"rabbit"
"rabble",2,0.000002,0.998004,"rabbl"
"rabid",2,0.000002,0.998004,"rabid"
"rabies",1,0.000001,0.999002,"rabi"
"raccoon",1,0.000001,0.999002,"raccoon"
"race",103,0.000103,0.902223,"race"
"race-driver",3,0.000003,0.997008,"race-driv"
"race-drivers",4,0.000004,0.996012,"race-driv"
"raced",12,0.000012,0.988084,"race"
"racers",1,0.000001,0.999002,"racer"
"races",21,0.000021,0.979240,"race"
"racetrack",2,0.000002,0.998004,"racetrack"
"raceway",2,0.000002,0.998004,"raceway"
"rachel",42,0.000042,0.958911,"rachel"
"rachel's",2,0.000002,0.998004,"rachel'"
"rachmaninoff",2,0.000002,0.998004,"rachmaninoff"
"racial",25,0.000025,0.975335,"racial"
"racially",1,0.000001,0.999002,"racial"
"racie",1,0.000001,0.999002,"raci"
"racin'",1,0.000001,0.999002,"racin'"
"racine",2,0.000002,0.998004,"racin"
"racine's",2,0.000002,0.998004,"racine'"
"racing",22,0.000022,0.978262,"race"
"racists",1,0.000001,0.999002,"racist"
"rack",9,0.000009,0.991050,"rack"
"racked",1,0.000001,0.999002,"rack"
"racket",5,0.000005,0.995018,"racket"
"racketeer",2,0.000002,0.998004,"racket"
"racketeers",3,0.000003,0.997008,"racket"
"rackets",3,0.000003,0.997008,"racket"
"rackety",2,0.000002,0.998004,"racketi"
"racking",1,0.000001,0.999002,"rack"
"rackmil",1,0.000001,0.999002,"rackmil"
"racks",2,0.000002,0.998004,"rack"
"racquet",1,0.000001,0.999002,"racquet"
"racy",2,0.000002,0.998004,"raci"
"radar",23,0.000023,0.977286,"radar"
"radar-controlled",3,0.000003,0.997008,"radar-control"
"radar-type",1,0.000001,0.999002,"radar-typ"
"radetzky",1,0.000001,0.999002,"radetzki"
"radhakrishnan",1,0.000001,0.999002,"radhakrishnan"
"radial",5,0.000005,0.995018,"radial"
"radiance",3,0.000003,0.997008,"radianc"
"radiant",8,0.000008,0.992040,"radiant"
"radiate",1,0.000001,0.999002,"radiat"
"radiated",4,0.000004,0.996012,"radiat"
"radiates",1,0.000001,0.999002,"radiat"
"radiating",1,0.000001,0.999002,"radiat"
"radiation",97,0.000097,0.907647,"radiat"
"radiation-produced",1,0.000001,0.999002,"radiation-produc"
"radiations",3,0.000003,0.997008,"radiat"
"radiator",4,0.000004,0.996012,"radiat"
"radiators",2,0.000002,0.998004,"radiat"
"radic",4,0.000004,0.996012,"radic"
"radical",30,0.000030,0.970476,"radic"
"radicalism",4,0.000004,0.996012,"radic"
"radically",13,0.000013,0.987097,"radic"
"radicals",4,0.000004,0.996012,"radic"
"radii",4,0.000004,0.996012,"radii"
"radio",120,0.000120,0.887030,"radio"
"radio-transmitter",1,0.000001,0.999002,"radio-transmitt"
"radio-tv",3,0.000003,0.997008,"radio-tv"
"radioactive",10,0.000010,0.990060,"radioact"
"radioactivity",3,0.000003,0.997008,"radioact"
"radiocarbon",1,0.000001,0.999002,"radiocarbon"
"radiochlorine",3,0.000003,0.997008,"radiochlorin"
"radioclast",1,0.000001,0.999002,"radioclast"
"radioed",2,0.000002,0.998004,"radio"
"radiography",1,0.000001,0.999002,"radiographi"
"radiomen",1,0.000001,0.999002,"radiomen"
"radionic",1,0.000001,0.999002,"radion"
"radiopasteurization",9,0.000009,0.991050,"radiopasteur"
"radios",7,0.000007,0.993032,"radio"
"radiosterilization",6,0.000006,0.994024,"radiosteril"
"radiosterilized",1,0.000001,0.999002,"radiosteril"
"radish",8,0.000008,0.992040,"radish"
"radius",9,0.000009,0.991050,"radiu"
"rads",1,0.000001,0.999002,"rad"
"rae",2,0.000002,0.998004,"rae"
"raesz",1,0.000001,0.999002,"raesz"
"raf",3,0.000003,0.997008,"raf"
"rafael",1,0.000001,0.999002,"rafael"
"rafer",1,0.000001,0.999002,"rafer"
"raffish",1,0.000001,0.999002,"raffish"
"raft",4,0.000004,0.996012,"raft"
"rafter",1,0.000001,0.999002,"rafter"
"raftered",1,0.000001,0.999002,"rafter"
"rafters",1,0.000001,0.999002,"rafter"
"rafts",1,0.000001,0.999002,"raft"
"rag",10,0.000010,0.990060,"rag"
"rage",16,0.000016,0.984144,"rage"
"raged",8,0.000008,0.992040,"rage"
"rages",1,0.000001,0.999002,"rage"
"ragged",9,0.000009,0.991050,"rag"
"raggedness",1,0.000001,0.999002,"ragged"
"ragging",2,0.000002,0.998004,"rag"
"raging",2,0.000002,0.998004,"rage"
"rags",7,0.000007,0.993032,"rag"
"raid",10,0.000010,0.990060,"raid"
"raided",1,0.000001,0.999002,"raid"
"raiders",1,0.000001,0.999002,"raider"
"raiders'",1,0.000001,0.999002,"raiders'"
"raiding",2,0.000002,0.998004,"raid"
"raids",5,0.000005,0.995018,"raid"
"rail",16,0.000016,0.984144,"rail"
"rail-mobile",1,0.000001,0.999002,"rail-mobil"
"railbirds",1,0.000001,0.999002,"railbird"
"railhead",2,0.000002,0.998004,"railhead"
"railing",3,0.000003,0.997008,"rail"
"raillery",1,0.000001,0.999002,"railleri"
"railroad",58,0.000058,0.943706,"railroad"
"railroad's",3,0.000003,0.997008,"railroad'"
"railroader",1,0.000001,0.999002,"railroad"
"railroading",1,0.000001,0.999002,"railroad"
"railroads",16,0.000016,0.984144,"railroad"
"rails",9,0.000009,0.991050,"rail"
"railway",12,0.000012,0.988084,"railway"
"railway-based",1,0.000001,0.999002,"railway-bas"
"railways",1,0.000001,0.999002,"railway"
"raimu",1,0.000001,0.999002,"raimu"
"rain",70,0.000070,0.932461,"rain"
"rain's",1,0.000001,0.999002,"rain'"
"rain-slick",1,0.000001,0.999002,"rain-slick"
"rainbow",4,0.000004,0.996012,"rainbow"
"rainbow-hued",1,0.000001,0.999002,"rainbow-hu"
"raincoats",2,0.000002,0.998004,"raincoat"
"raindrops",1,0.000001,0.999002,"raindrop"
"raine",1,0.000001,0.999002,"rain"
"rained",4,0.000004,0.996012,"rain"
"rainfall",3,0.000003,0.997008,"rainfal"
"rainier",1,0.000001,0.999002,"rainier"
"raining",7,0.000007,0.993032,"rain"
"rainless",1,0.000001,0.999002,"rainless"
"rains",5,0.000005,0.995018,"rain"
"rainstorm",2,0.000002,0.998004,"rainstorm"
"rainy",5,0.000005,0.995018,"raini"
"raise",52,0.000052,0.949380,"rais"
"raised",101,0.000101,0.904027,"rais"
"raiser",1,0.000001,0.999002,"raiser"
"raises",16,0.000016,0.984144,"rais"
"raisin",1,0.000001,0.999002,"raisin"
"raising",34,0.000034,0.966605,"rais"
"rajah",1,0.000001,0.999002,"rajah"
"rak",1,0.000001,0.999002,"rak"
"rake",11,0.000011,0.989071,"rake"
"raked",4,0.000004,0.996012,"rake"
"rakestraw",1,0.000001,0.999002,"rakestraw"
"rakish",1,0.000001,0.999002,"rakish"
"rakishly",1,0.000001,0.999002,"rakishli"
"rall",5,0.000005,0.995018,"rall"
"rallied",1,0.000001,0.999002,"ralli"
"rallies",3,0.000003,0.997008,"ralli"
"rally",10,0.000010,0.990060,"ralli"
"rallying",2,0.000002,0.998004,"ralli"
"ralph",22,0.000022,0.978262,"ralph"
"ram",2,0.000002,0.998004,"ram"
"ramble",3,0.000003,0.997008,"rambl"
"rambles",1,0.000001,0.999002,"rambl"
"rambling",2,0.000002,0.998004,"rambl"
"ramblings",1,0.000001,0.999002,"rambl"
"rameau",2,0.000002,0.998004,"rameau"
"rameau's",4,0.000004,0.996012,"rameau'"
"ramey",28,0.000028,0.972416,"ramey"
"ramey's",3,0.000003,0.997008,"ramey'"
"ramification",1,0.000001,0.999002,"ramif"
"ramifications",3,0.000003,0.997008,"ramif"
"ramillies",2,0.000002,0.998004,"ramilli"
"ramirez",2,0.000002,0.998004,"ramirez"
"rammed",3,0.000003,0.997008,"ram"
"rammin'",1,0.000001,0.999002,"rammin'"
"ramming",1,0.000001,0.999002,"ram"
"ramp",6,0.000006,0.994024,"ramp"
"rampage",1,0.000001,0.999002,"rampag"
"rampant",4,0.000004,0.996012,"rampant"
"rampart",2,0.000002,0.998004,"rampart"
"ramps",1,0.000001,0.999002,"ramp"
"ramsey",10,0.000010,0.990060,"ramsey"
"ramsperger",1,0.000001,0.999002,"ramsperg"
"ran",134,0.000134,0.874711,"ran"
"ranavan",1,0.000001,0.999002,"ranavan"
"ranch",27,0.000027,0.973388,"ranch"
"rancher",15,0.000015,0.985127,"rancher"
"ranchers",7,0.000007,0.993032,"rancher"
"ranches",2,0.000002,0.998004,"ranch"
"rancho",1,0.000001,0.999002,"rancho"
"rancidity",1,0.000001,0.999002,"rancid"
"rancor",3,0.000003,0.997008,"rancor"
"rancorous",2,0.000002,0.998004,"rancor"
"rand",2,0.000002,0.998004,"rand"
"randall",1,0.000001,0.999002,"randal"
"randolph",9,0.000009,0.991050,"randolph"
"random",38,0.000038,0.962751,"random"
"random-storage",1,0.000001,0.999002,"random-storag"
"randomization",1,0.000001,0.999002,"random"
"randomly",2,0.000002,0.998004,"randomli"
"randy",1,0.000001,0.999002,"randi"
"rang",21,0.000021,0.979240,"rang"
"range",157,0.000157,0.854842,"rang"
"ranged",18,0.000018,0.982179,"rang"
"rangelands",2,0.000002,0.998004,"rangeland"
"ranger",2,0.000002,0.998004,"ranger"
"rangers",2,0.000002,0.998004,"ranger"
"ranges",10,0.000010,0.990060,"rang"
"ranging",30,0.000030,0.970476,"rang"
"rangoni",6,0.000006,0.994024,"rangoni"
"rangoni's",2,0.000002,0.998004,"rangoni'"
"rangy",2,0.000002,0.998004,"rangi"
"rank",24,0.000024,0.976310,"rank"
"rank-and-file",1,0.000001,0.999002,"rank-and-fil"
"ranke",1,0.000001,0.999002,"rank"
"ranked",4,0.000004,0.996012,"rank"
"rankest",1,0.000001,0.999002,"rankest"
"rankin",9,0.000009,0.991050,"rankin"
"rankin's",1,0.000001,0.999002,"rankin'"
"ranking",5,0.000005,0.995018,"rank"
"rankles",1,0.000001,0.999002,"rankl"
"ranks",20,0.000020,0.980219,"rank"
"ransack",2,0.000002,0.998004,"ransack"
"ransacked",3,0.000003,0.997008,"ransack"
"ransacking",1,0.000001,0.999002,"ransack"
"ransom",5,0.000005,0.995018,"ransom"
"ransy",1,0.000001,0.999002,"ransi"
"ranted",1,0.000001,0.999002,"rant"
"ranyard",1,0.000001,0.999002,"ranyard"
"raoul",2,0.000002,0.998004,"raoul"
"rap",2,0.000002,0.998004,"rap"
"rape",5,0.000005,0.995018,"rape"
"raped",2,0.000002,0.998004,"rape"
"rapes",1,0.000001,0.999002,"rape"
"raphael",4,0.000004,0.996012,"raphael"
"raphael's",1,0.000001,0.999002,"raphael'"
"raphaels",1,0.000001,0.999002,"raphael"
"rapid",43,0.000043,0.957954,"rapid"
"rapid-fire",1,0.000001,0.999002,"rapid-fir"
"rapid-transit",1,0.000001,0.999002,"rapid-transit"
"rapidity",4,0.000004,0.996012,"rapid"
"rapidly",65,0.000065,0.937130,"rapidli"
